Date,Papel,Abertura,Alta,Baixa,Fechamento,Volume
2022-06-21,PETR4,22.637249073584677,22.93039381124016,21.733388721037052,22.042818069458008,85179500
2022-06-22,PETR4,21.643815897315882,22.43367619148552,21.489100449936704,21.97767448425293,57874700
2022-06-23,PETR4,21.96953162984366,22.295247138380613,21.26924367477273,21.57052993774414,69262300
2022-06-24,PETR4,21.79038840907546,22.059103896781597,21.31810053513335,21.407672882080078,53413400
2022-06-27,PETR4,21.839245357609375,22.857107289288663,21.70895915460515,22.78382110595703,90417700
2022-06-28,PETR4,23.272395247964887,23.475967635212005,22.816393535408885,23.068822860717773,51388000
2022-06-29,PETR4,23.19096706531519,23.46782564914959,22.6698222266312,22.865251541137695,52048800
2022-06-30,PETR4,22.51510710253315,22.84896571388443,22.311534702775827,22.74310874938965,49910100
2022-07-01,PETR4,22.865250898618758,23.492254235750316,22.409249177584023,23.23168182373047,64948200
2022-07-04,PETR4,23.239824874080345,23.84239896433867,23.239824874080345,23.728397369384766,37324200
2022-07-05,PETR4,23.53296833557009,23.573683746077187,22.433677102024035,22.82453727722168,78428500
2022-07-06,PETR4,22.930394764468538,23.190967185157067,21.912532775445133,22.53139305114746,57617200
2022-07-07,PETR4,22.800107047264877,23.54925348380037,22.800107047264877,23.19096565246582,52147300
2022-07-08,PETR4,23.23168109093945,23.589967369598362,23.101394889039113,23.4515380859375,43097800
2022-07-11,PETR4,23.060681086248604,23.44339818997665,23.003681063089317,23.337539672851562,39577600
2022-07-12,PETR4,23.044394354642687,23.15025286916339,22.775678856978445,22.987394332885742,46462000
2022-07-13,PETR4,22.9059657475551,23.190967417969595,22.783822618272932,23.003681182861328,35497200
2022-07-14,PETR4,22.80010882086652,22.80010882086652,22.18124853792404,22.38482093811035,47151000
2022-07-15,PETR4,22.555822236944447,22.840822350592077,22.384820615621734,22.767536163330078,38610800
2022-07-18,PETR4,23.117681313500384,23.36196912608363,23.04439512503883,23.28868293762207,46782300
2022-07-19,PETR4,23.247965879089808,23.80982609979,23.12582275801604,23.760969161987305,48562300
2022-07-20,PETR4,23.671397423487022,23.793540547700186,23.475968114119144,23.752826690673828,43520800
2022-07-21,PETR4,23.598111570339157,23.72025469627078,22.96296669424108,23.63068389892578,58843200
2022-07-22,PETR4,23.64697068515661,23.997113907867256,23.4922552265692,23.883113861083984,55676200
2022-07-25,PETR4,24.111113923233425,25.039403507483577,24.111113923233425,24.998689651489258,79106600
2022-07-26,PETR4,25.405835065976845,25.747836745627332,24.909117933996978,25.25111961364746,78360100
2022-07-27,PETR4,25.487263485809994,25.625692777909826,24.933547870544796,25.527978897094727,56097200
2022-07-28,PETR4,25.723407928253977,26.57026983603006,25.593121719847517,26.293411254882812,114996500
2022-07-29,PETR4,27.360127387068136,28.22327542042435,26.733127172822954,27.8079891204834,181480600
2022-08-01,PETR4,27.68584631799035,27.807991000135864,27.050701425877605,27.425273895263672,81365100
2022-08-02,PETR4,27.49855819625269,28.092989188947822,27.262413483652846,27.54741668701172,69147100
2022-08-03,PETR4,27.693987840972678,27.81613252309069,27.327560007155245,27.563701629638672,65544500
2022-08-04,PETR4,27.750990446562238,28.011562864310108,27.34384565554766,27.85684585571289,54387500
2022-08-05,PETR4,27.807989303062367,28.54899266739452,27.783558504363253,28.394275665283203,77882600
2022-08-08,PETR4,28.614134121295674,29.94142694972538,28.60599259260165,29.82742691040039,109484600
2022-08-09,PETR4,30.136855287306748,30.50328621102807,30.006569081791188,30.31599998474121,79051200
2022-08-10,PETR4,30.65800362867182,30.65800362867182,29.811141728277384,30.218286514282227,78369600
2022-08-11,PETR4,30.49514587440223,30.829004483230026,29.51799774169922,29.51799774169922,128896500
2022-08-12,PETR4,29.100000381469727,31.829999923706055,29.079999923706055,31.709999084472656,171288300
2022-08-15,PETR4,30.8799991607666,32.22999954223633,30.549999237060547,31.719999313354492,96759000
2022-08-16,PETR4,31.719999313354492,32.06999969482422,31.5,32.0099983215332,64218800
2022-08-17,PETR4,31.649999618530273,32.81999969482422,31.600000381469727,32.7599983215332,72924700
2022-08-18,PETR4,33.099998474121094,33.65999984741211,32.869998931884766,33.41999816894531,84552500
2022-08-19,PETR4,32.91999816894531,33.150001525878906,31.329999923706055,31.729999542236328,125178200
2022-08-22,PETR4,31.739999771118164,32.58000183105469,30.479999542236328,32.40999984741211,92400300
2022-08-23,PETR4,32.630001068115234,33.5,32.619998931884766,33.439998626708984,73215800
2022-08-24,PETR4,33.540000915527344,34.119998931884766,33.25,33.63999938964844,61067900
2022-08-25,PETR4,34.099998474121094,34.36000061035156,32.66999816894531,33.279998779296875,99511600
2022-08-26,PETR4,33.279998779296875,33.66999816894531,32.56999969482422,33.63999938964844,63545400
2022-08-29,PETR4,33.54999923706055,35.08000183105469,33.45000076293945,34.47999954223633,73339500
2022-08-30,PETR4,34.0,34.220001220703125,32.27000045776367,32.43000030517578,99361100
2022-08-31,PETR4,32.06999969482422,33.439998626708984,31.81999969482422,33.22999954223633,114235400
2022-09-01,PETR4,33.36000061035156,33.95000076293945,32.7599983215332,33.849998474121094,69184700
2022-09-02,PETR4,34.439998626708984,34.56999969482422,33.2599983215332,33.41999816894531,81792300
2022-09-05,PETR4,33.849998474121094,34.11000061035156,33.150001525878906,33.34000015258789,76337600
